cafe_count_500_price_1500,0
cafe_count_500_price_2500,0
cafe_count_500_price_4000,0
cafe_count_500_price_high,0
big_church_count_500,0
church_count_500,0
mosque_count_500,0
leisure_count_500,0
sport_count_500,0
market_count_500,0
green_part_1000,0
prom_part_1000,0
office_count_1000,0
office_sqm_1000,0
trc_count_1000,0
trc_sqm_1000,0
cafe_count_1000,0
cafe_sum_1000_min_price_avg,6524
cafe_sum_1000_max_price_avg,6524
cafe_avg_price_1000,6524
cafe_count_1000_na_price,0
cafe_count_1000_price_500,0
cafe_count_1000_price_1000,0
cafe_count_1000_price_1500,0
cafe_count_1000_price_2500,0
cafe_count_1000_price_4000,0
cafe_count_1000_price_high,0
big_church_count_1000,0
church_count_1000,0
mosque_count_1000,0
leisure_count_1000,0
sport_count_1000,0
market_count_1000,0
green_part_1500,0
prom_part_1500,0
office_count_1500,0
office_sqm_1500,0
trc_count_1500,0
trc_sqm_1500,0
cafe_count_1500,0
cafe_sum_1500_min_price_avg,4199
cafe_sum_1500_max_price_avg,4199
cafe_avg_price_1500,4199
cafe_count_1500_na_price,0
cafe_count_1500_price_500,0
cafe_count_1500_price_1000,0
cafe_count_1500_price_1500,0
cafe_count_1500_price_2500,0
cafe_count_1500_price_4000,0
cafe_count_1500_price_high,0
big_church_count_1500,0
church_count_1500,0
mosque_count_1500,0
leisure_count_1500,0
sport_count_1500,0
market_count_1500,0
green_part_2000,0
prom_part_2000,0
office_count_2000,0
office_sqm_2000,0
trc_count_2000,0
trc_sqm_2000,0
cafe_count_2000,0
cafe_sum_2000_min_price_avg,1725
cafe_sum_2000_max_price_avg,1725
cafe_avg_price_2000,1725
cafe_count_2000_na_price,0
cafe_count_2000_price_500,0
cafe_count_2000_price_1000,0
cafe_count_2000_price_1500,0
cafe_count_2000_price_2500,0
cafe_count_2000_price_4000,0
cafe_count_2000_price_high,0
big_church_count_2000,0
church_count_2000,0
mosque_count_2000,0
leisure_count_2000,0
sport_count_2000,0
market_count_2000,0
green_part_3000,0
prom_part_3000,0
office_count_3000,0
office_sqm_3000,0
trc_count_3000,0
trc_sqm_3000,0
cafe_count_3000,0
cafe_sum_3000_min_price_avg,991
cafe_sum_3000_max_price_avg,991
cafe_avg_price_3000,991
cafe_count_3000_na_price,0
cafe_count_3000_price_500,0
cafe_count_3000_price_1000,0
cafe_count_3000_price_1500,0
cafe_count_3000_price_2500,0
cafe_count_3000_price_4000,0
cafe_count_3000_price_high,0
big_church_count_3000,0
church_count_3000,0
mosque_count_3000,0
leisure_count_3000,0
sport_count_3000,0
market_count_3000,0
green_part_5000,0
prom_part_5000,178
office_count_5000,0
office_sqm_5000,0
trc_count_5000,0
trc_sqm_5000,0
cafe_count_5000,0
cafe_sum_5000_min_price_avg,297
cafe_sum_5000_max_price_avg,297
cafe_avg_price_5000,297
cafe_count_5000_na_price,0
cafe_count_5000_price_500,0
cafe_count_5000_price_1000,0
cafe_count_5000_price_1500,0
cafe_count_5000_price_2500,0
cafe_count_5000_price_4000,0
cafe_count_5000_price_high,0
big_church_count_5000,0
church_count_5000,0
mosque_count_5000,0
leisure_count_5000,0
sport_count_5000,0
market_count_5000,0
price_doc,0
